ASV,kingdom,phylum,class,order,family,genus,HexColor,ColorOrder
ASV_1201,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cerasibacillus,#5875DE,83
ASV_1202,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_1203,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,#D0D0D0,188
ASV_1204,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>,#EE2C2C,146
ASV_1205,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,#D0D0D0,188
ASV_1206,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,<not present>,#D0D0D0,188
ASV_1207,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,<not present>,#D0D0D0,188
ASV_1208,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium,#BEA89A,104
ASV_1209,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Alkaliphilus,<not present>,#BEA89A,104
ASV_121,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,<not present>,<not present>,#BEA89A,104
ASV_1210,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,#D0D0D0,188
ASV_1211,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,#D0D0D0,188
ASV_1212,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,#EE2C2C,146
ASV_1213,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,188
ASV_1214,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>,#5875DE,83
ASV_1215,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium,#BEA89A,104
ASV_1216,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,#EE2C2C,146
ASV_1217,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Helcococcus,#BEA89A,104
ASV_1218,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,#D0D0D0,188
ASV_1219,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,#FBA22E,62
ASV_122,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,#BEA89A,104
ASV_1220,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,#D0D0D0,188
ASV_1221,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus,#BEA89A,104
ASV_1222,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,#BEA89A,104
ASV_1223,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,#D0D0D0,188
ASV_1224,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,#1CF8EC,125
ASV_1225,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,#BEA89A,104
ASV_1226,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella,#BEA89A,104
ASV_1227,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,#5875DE,83
ASV_1228,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,#D0D0D0,188
ASV_1229,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] gnavus group,#BEA89A,104
ASV_123,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_1230,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,#D0D0D0,188
ASV_1231,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,#BEA89A,104
ASV_1232,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,#5875DE,83
ASV_1233,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,#5875DE,83
ASV_1234,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,188
ASV_1235,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerococcus,#BEA89A,104
ASV_1236,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,<not present>,#D0D0D0,188
ASV_1237,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1238,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,#D0D0D0,188
ASV_1239,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_124,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_1240,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,#5875DE,83
ASV_1241,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,#5875DE,83
ASV_1242,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,#D0D0D0,188
ASV_1243,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Keratinibaculum,#BEA89A,104
ASV_1244,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,#5875DE,83
ASV_1245,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella,#BEA89A,104
ASV_1246,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosporobacter,#BEA89A,104
ASV_1247,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,#D0D0D0,188
ASV_1248,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,#D0D0D0,188
ASV_1249,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,188
ASV_125,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,#0F2F9D,71
ASV_1250,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,#BEA89A,104
ASV_1251,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,#EE2C2C,146
ASV_1252,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,#D0D0D0,188
ASV_1253,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1254,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,<not present>,#5875DE,83
ASV_1255,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,#D0D0D0,188
ASV_1256,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Flaviflexus,#D0D0D0,188
ASV_1257,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,#D0D0D0,188
ASV_1258,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,#D0D0D0,188
ASV_1259,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_126,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,<not present>,#F49922,49
ASV_1260,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#D0D0D0,188
ASV_1261,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Nosocomiicoccus,#5875DE,83
ASV_1262,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1263,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,#5875DE,83
ASV_1264,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus,#5875DE,83
ASV_1265,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,#D0D0D0,188
ASV_1266,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,<not present>,#D0D0D0,188
ASV_1267,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,#1CF8EC,125
ASV_1268,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_1269,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus,#BEA89A,104
ASV_127,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paraclostridium,#BEA89A,104
ASV_1270,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>,#5875DE,83
ASV_1271,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>,#D0D0D0,188
ASV_1272,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1273,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] hallii group,#BEA89A,104
ASV_1274,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,<not present>,#EE2C2C,146
ASV_1275,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1276,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,#BEA89A,104
ASV_1277,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#D0D0D0,188
ASV_1278,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,#D0D0D0,188
ASV_1279,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_128,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1280,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,#D0D0D0,188
ASV_1281,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerococcus,#BEA89A,104
ASV_1282,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,<not present>,#D0D0D0,188
ASV_1283,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,#5875DE,83
ASV_1284,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,#D0D0D0,188
ASV_1285,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,#EE2C2C,146
ASV_1286,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Planifilum,#5875DE,83
ASV_1287,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,#5875DE,83
ASV_1288,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>,#5875DE,83
ASV_1289,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_129,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1290,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#D0D0D0,188
ASV_1291,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Globicatella,#5875DE,83
ASV_1292,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,#BEA89A,104
ASV_1293,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 6,#BEA89A,104
ASV_1294,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Ruaniaceae,Ruania,#D0D0D0,188
ASV_1295,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<not present>,#BEA89A,104
ASV_1296,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1297,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus,#5875DE,83
ASV_1298,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Clostridiisalibacter,<not present>,#BEA89A,104
ASV_1299,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>,#5875DE,83
ASV_13,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,#8CA530,13
ASV_130,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1300,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Allofustis,#5875DE,83
ASV_1301,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella,#BEA89A,104
ASV_1302,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Sporomusa,#D0D0D0,188
ASV_1303,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#D0D0D0,188
ASV_1304,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1305,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_1306,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1307,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1308,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,<not present>,#5875DE,83
ASV_1309,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_131,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009,#BEA89A,104
ASV_1310,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,<not present>,#BEA89A,104
ASV_1311,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,<not present>,#BEA89A,104
ASV_1312,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,#BEA89A,104
ASV_1313,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,#D0D0D0,188
ASV_1314,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,#5875DE,83
ASV_1315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,#EE2C2C,146
ASV_1316,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Sporomusa,#D0D0D0,188
ASV_1317,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus,#BEA89A,104
ASV_1318,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,#EE2C2C,146
ASV_1319,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,188
ASV_132,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,#1EA433,3
ASV_1320,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,#EE2C2C,146
ASV_1321,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1322,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<not present>,#BEA89A,104
ASV_1323,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus,#D0D0D0,188
ASV_1324,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,#EE2C2C,146
ASV_1325,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Jeotgalicoccus,#5875DE,83
ASV_1326,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,188
ASV_1327,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Arsenicicoccus,#D0D0D0,188
ASV_1328,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,#D0D0D0,188
ASV_1329,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,<not present>,#D0D0D0,188
ASV_133,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_1330,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,#5875DE,83
ASV_1331,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,W5053,#BEA89A,104
ASV_1332,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,#BEA89A,104
ASV_1333,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_1334,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,<not present>,#D0D0D0,188
ASV_1335,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_1336,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,<not present>,#D0D0D0,188
ASV_1337,Bacteria,Firmicutes,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus,#5875DE,83
ASV_1338,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,#BEA89A,104
ASV_1339,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,#BEA89A,104
ASV_134,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus,#DDDDDD,177
ASV_1340,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>,#5875DE,83
ASV_1341,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,<not present>,#D0D0D0,188
ASV_1342,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,#EE2C2C,146
ASV_1343,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#D0D0D0,188
ASV_1344,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,<not present>,#D0D0D0,188
ASV_1345,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,#FBA22E,62
ASV_1346,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1347,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,#BEA89A,104
ASV_1348,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,#FBA22E,62
ASV_1349,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus,#5875DE,83
ASV_135,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1350,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,<not present>,#EE2C2C,146
ASV_1351,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_1352,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,#BEA89A,104
ASV_1353,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aliihoeflea,#EE2C2C,146
ASV_1354,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#D0D0D0,188
ASV_1355,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1356,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus,#5875DE,83
ASV_1357,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,<not present>,#D0D0D0,188
ASV_1358,Bacteria,Firmicutes,Bacilli,Lactobacillales,<not present>,<not present>,#5875DE,83
ASV_1359,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,<not present>,#D0D0D0,188
ASV_136,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>,#AEAEAE,175
ASV_1360,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella,#D0D0D0,188
ASV_1361,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lapidilactobacillus,#5875DE,83
ASV_1362,Bacteria,Firmicutes,Clostridia,Eubacteriales,Alkalibaculum,<not present>,#BEA89A,104
ASV_1363,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<not present>,#BEA89A,104
ASV_1364,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tuzzerella,#BEA89A,104
ASV_1365,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,#D0D0D0,188
ASV_1366,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Beutenbergiaceae,<not present>,#D0D0D0,188
ASV_1367,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>,#EE2C2C,146
ASV_1368,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,W5053,#BEA89A,104
ASV_1369,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus,#5875DE,83
ASV_137,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>,#BEA89A,104
ASV_1370,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,<not present>,#D0D0D0,188
ASV_1371,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1372,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,#D0D0D0,188
ASV_1373,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,W5053,#BEA89A,104
ASV_1374,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>,#EE2C2C,146
ASV_1375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,#EE2C2C,146
ASV_1376,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,#5875DE,83
ASV_1377,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,#D0D0D0,188
ASV_1378,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,#BEA89A,104
ASV_1379,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,<not present>,#5875DE,83
ASV_138,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>,#BEA89A,104
ASV_1380,Bacteria,Firmicutes,Bacilli,<not present>,<not present>,<not present>,#5875DE,83
ASV_1381,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,<not present>,<not present>,#1CF8EC,125
ASV_1382,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium,#BEA89A,104
ASV_1383,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,#D0D0D0,188
ASV_1384,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#5875DE,83
ASV_1385,Bacteria,Firmicutes,Bacilli,Lactobacillales,<not present>,<not present>,#5875DE,83
ASV_1386,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,#D0D0D0,188
ASV_1387,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,#D0D0D0,188
ASV_1388,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,#D0D0D0,188
ASV_1389,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerosalibacter,#BEA89A,104
ASV_139,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1,#BEA89A,104
ASV_1390,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,#D0D0D0,188
ASV_1391,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>,#5875DE,83
ASV_1392,Bacteria,Firmicutes,Bacilli,RF39,<not present>,<not present>,#5875DE,83
ASV_1393,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>,#D0D0D0,188
